time,event,delta,cumulative,at_capacity
2025-12-03 12:07:38.434,arrival,1,246,False
2025-12-03 12:13:06.059,arrival,1,247,False
2025-12-03 12:25:36.151,departure,-1,246,False
2025-12-03 12:28:16.011,departure,-1,245,False
2025-12-03 12:40:02.642,arrival,1,246,False
2025-12-03 12:41:47.863,departure,-1,245,False
2025-12-03 12:48:19.124,arrival,1,246,False
2025-12-03 12:52:10.449,departure,-1,245,False
2025-12-03 12:53:44.765,departure,-1,244,False
2025-12-03 12:54:11.621,departure,-1,243,False
2025-12-03 12:58:20.679,departure,-1,242,False
2025-12-03 13:01:03.422,departure,-1,241,False
2025-12-03 13:22:32.243,departure,-1,240,False
2025-12-03 13:26:14.837,arrival,1,241,False
2025-12-03 13:29:20.641,departure,-1,240,False
2025-12-03 13:30:10.746,arrival,1,241,False
2025-12-03 13:33:47.293,arrival,1,242,False
2025-12-03 13:48:21.295,departure,-1,241,False
2025-12-03 13:48:45.521,arrival,1,242,False
2025-12-03 13:48:57.095,arrival,1,243,False
2025-12-03 13:49:51.945,arrival,1,244,False
2025-12-03 14:03:04.098,departure,-1,243,False
2025-12-03 14:03:32.458,departure,-1,242,False
2025-12-03 14:16:00.819,departure,-1,241,False
2025-12-03 14:20:36.538,departure,-1,240,False
2025-12-03 14:22:14.451,departure,-1,239,False
2025-12-03 14:30:13.742,arrival,1,240,False
2025-12-03 14:31:06.350,departure,-1,239,False
2025-12-03 14:31:37.853,arrival,1,240,False
2025-12-03 14:40:25.644,departure,-1,239,False
2025-12-03 14:41:25.467,departure,-1,238,False
2025-12-03 14:45:56.828,arrival,1,239,False
2025-12-03 14:47:03.455,departure,-1,238,False
2025-12-03 14:47:46.352,arrival,1,239,False
2025-12-03 14:55:41.573,arrival,1,240,False
2025-12-03 15:00:10.945,arrival,1,241,False
2025-12-03 15:11:08.005,departure,-1,240,False
2025-12-03 15:11:24.231,arrival,1,241,False
2025-12-03 15:11:26.748,departure,-1,240,False
2025-12-03 15:20:26.986,arrival,1,241,False
2025-12-03 15:35:28.830,departure,-1,240,False
2025-12-03 15:41:39.371,departure,-1,239,False
2025-12-03 15:43:28.834,departure,-1,238,False
2025-12-03 15:53:05.475,arrival,1,239,False
2025-12-03 15:54:48.412,arrival,1,240,False
2025-12-03 16:01:19.525,arrival,1,241,False
2025-12-03 16:03:16.494,departure,-1,240,False
2025-12-03 16:03:56.991,arrival,1,241,False
2025-12-03 16:12:25.201,departure,-1,240,False
2025-12-03 16:14:45.625,arrival,1,241,False
2025-12-03 16:21:28.445,arrival,1,242,False
2025-12-03 16:22:16.145,arrival,1,243,False
2025-12-03 16:25:59.840,departure,-1,242,False
2025-12-03 16:29:22.119,arrival,1,243,False
2025-12-03 16:47:01.140,departure,-1,242,False
2025-12-03 16:48:13.282,departure,-1,241,False
2025-12-03 16:52:34.390,departure,-1,240,False
2025-12-03 16:54:30.389,departure,-1,239,False
2025-12-03 16:55:28.515,departure,-1,238,False
2025-12-03 16:58:08.604,arrival,1,239,False
2025-12-03 17:01:44.007,arrival,1,240,False
2025-12-03 17:01:49.063,arrival,1,241,False
2025-12-03 17:08:08.159,departure,-1,240,False
2025-12-03 17:08:38.246,departure,-1,239,False
2025-12-03 17:09:52.381,arrival,1,240,False
2025-12-03 17:17:30.147,arrival,1,241,False
2025-12-03 17:19:40.862,arrival,1,242,False
2025-12-03 17:21:38.045,departure,-1,241,False
2025-12-03 17:24:04.075,arrival,1,242,False
2025-12-03 17:28:29.825,departure,-1,241,False
2025-12-03 17:29:29.121,arrival,1,242,False
2025-12-03 17:29:40.347,departure,-1,241,False
2025-12-03 17:29:41.917,departure,-1,240,False
2025-12-03 17:40:20.265,arrival,1,241,False
2025-12-03 17:45:49.956,departure,-1,240,False
2025-12-03 17:47:49.565,arrival,1,241,False
2025-12-03 17:53:30.631,arrival,1,242,False
2025-12-03 17:53:51.903,arrival,1,243,False
2025-12-03 18:01:22.345,arrival,1,244,False
2025-12-03 18:02:36.961,arrival,1,245,False
2025-12-03 18:02:43.767,departure,-1,244,False
2025-12-03 18:05:04.718,arrival,1,245,False
2025-12-03 18:07:31.006,arrival,1,246,False
2025-12-03 18:10:06.149,arrival,1,247,False
2025-12-03 18:12:51.227,arrival,1,248,False
2025-12-03 18:14:30.124,departure,-1,247,False
2025-12-03 18:21:49.744,arrival,1,248,False
2025-12-03 18:23:01.109,arrival,1,249,False
2025-12-03 18:25:58.540,arrival,1,250,False
2025-12-03 18:28:10.677,departure,-1,249,False
2025-12-03 18:30:33.882,departure,-1,248,False
2025-12-03 18:31:21.931,arrival,1,249,False
2025-12-03 18:31:47.703,departure,-1,248,False
2025-12-03 18:41:14.411,arrival,1,249,False
2025-12-03 18:41:16.402,arrival,1,250,False
2025-12-03 18:41:33.922,departure,-1,249,False
2025-12-03 18:45:47.210,arrival,1,250,False
2025-12-03 18:51:51.427,arrival,1,251,False
2025-12-03 19:06:21.232,arrival,1,252,False
2025-12-03 19:08:50.820,arrival,1,253,False
2025-12-03 19:08:55.840,arrival,1,254,False
2025-12-03 19:10:49.619,departure,-1,253,False
2025-12-03 19:12:16.432,arrival,1,254,False
2025-12-03 19:12:20.291,departure,-1,253,False
2025-12-03 19:13:53.734,departure,-1,252,False
2025-12-03 19:15:01.849,arrival,1,253,False
2025-12-03 19:16:11.074,arrival,1,254,False
2025-12-03 19:16:22.735,arrival,1,255,False
2025-12-03 19:16:49.433,departure,-1,254,False
2025-12-03 19:20:33.113,arrival,1,255,False
2025-12-03 19:21:46.049,arrival,1,256,False
2025-12-03 19:22:08.135,departure,-1,255,False
2025-12-03 19:26:28.723,departure,-1,254,False
2025-12-03 19:30:41.298,departure,-1,253,False
2025-12-03 19:46:17.594,arrival,1,254,False
2025-12-03 19:52:06.688,arrival,1,255,False
2025-12-03 19:53:41.913,arrival,1,256,False
2025-12-03 19:57:07.765,departure,-1,255,False
2025-12-03 20:03:10.099,departure,-1,254,False
2025-12-03 20:11:49.516,departure,-1,253,False
2025-12-03 20:12:03.901,arrival,1,254,False
2025-12-03 20:24:22.607,departure,-1,253,False
2025-12-03 20:34:25.950,departure,-1,252,False
2025-12-03 20:37:17.232,arrival,1,253,False
2025-12-03 20:38:57.024,arrival,1,254,False
2025-12-03 20:40:29.150,arrival,1,255,False
2025-12-03 20:40:30.960,arrival,1,256,False
2025-12-03 20:41:58.601,departure,-1,255,False
2025-12-03 20:42:47.883,departure,-1,254,False
2025-12-03 20:43:16.671,arrival,1,255,False
2025-12-03 20:46:03.128,arrival,1,256,False
2025-12-03 20:47:07.418,arrival,1,257,False
2025-12-03 20:52:15.781,arrival,1,258,False
2025-12-03 20:58:25.043,departure,-1,257,False
2025-12-03 21:06:25.898,arrival,1,258,False
2025-12-03 21:08:33.985,arrival,1,259,False
2025-12-03 21:12:05.351,arrival,1,260,False
2025-12-03 21:25:48.962,arrival,1,261,False
2025-12-03 21:29:16.072,arrival,1,262,False
2025-12-03 21:34:15.820,arrival,1,263,False
2025-12-03 21:55:08.885,arrival,1,264,False
2025-12-03 21:57:07.550,arrival,1,265,False
2025-12-03 22:10:47.361,arrival,1,266,False
2025-12-03 22:13:41.561,arrival,1,267,False
2025-12-03 22:18:38.365,arrival,1,268,False
2025-12-03 22:28:27.854,arrival,1,269,False
2025-12-03 22:57:07.376,arrival,1,270,False
2025-12-03 23:46:54.841,departure,-1,269,False
2025-12-04 00:02:35.945,arrival,1,270,False
2025-12-04 05:57:39.575,departure,-1,269,False
2025-12-04 06:48:35.805,arrival,1,270,False
2025-12-04 07:00:35.775,departure,-1,269,False
2025-12-04 07:15:41.561,arrival,1,270,False
2025-12-04 07:31:48.963,departure,-1,269,False
2025-12-04 07:44:13.642,departure,-1,268,False
2025-12-04 07:48:04.587,departure,-1,267,False
2025-12-04 07:57:29.793,departure,-1,266,False
2025-12-04 07:59:15.938,departure,-1,265,False
2025-12-04 08:08:01.072,departure,-1,264,False
2025-12-04 08:08:58.496,departure,-1,263,False
2025-12-04 08:12:25.324,departure,-1,262,False
2025-12-04 08:18:07.093,departure,-1,261,False
2025-12-04 08:21:07.178,departure,-1,260,False
2025-12-04 08:22:26.471,departure,-1,259,False
2025-12-04 08:24:32.563,arrival,1,260,False
2025-12-04 08:27:59.034,departure,-1,259,False
2025-12-04 08:28:17.353,departure,-1,258,False
2025-12-04 08:29:50.218,arrival,1,259,False
2025-12-04 08:30:02.031,departure,-1,258,False
2025-12-04 08:31:47.631,departure,-1,257,False
2025-12-04 08:31:50.786,departure,-1,256,False
2025-12-04 08:33:30.246,departure,-1,255,False
2025-12-04 08:34:12.253,departure,-1,254,False
2025-12-04 08:36:20.300,departure,-1,253,False
2025-12-04 08:40:04.069,departure,-1,252,False
2025-12-04 08:40:30.111,departure,-1,251,False
2025-12-04 08:41:58.030,departure,-1,250,False
2025-12-04 08:44:35.348,departure,-1,249,False
2025-12-04 08:49:24.256,departure,-1,248,False
2025-12-04 08:49:56.175,departure,-1,247,False
2025-12-04 08:49:59.415,departure,-1,246,False
2025-12-04 08:53:37.888,departure,-1,245,False
2025-12-04 09:03:18.188,departure,-1,244,False
2025-12-04 09:06:17.606,departure,-1,243,False
2025-12-04 09:12:22.967,departure,-1,242,False
2025-12-04 09:15:22.753,departure,-1,241,False
2025-12-04 09:20:49.965,departure,-1,240,False
2025-12-04 09:30:55.792,departure,-1,239,False
2025-12-04 09:43:25.208,departure,-1,238,False
2025-12-04 09:45:08.221,departure,-1,237,False
2025-12-04 09:50:20.252,departure,-1,236,False
2025-12-04 09:57:02.377,departure,-1,235,False
2025-12-04 09:59:48.339,departure,-1,234,False
2025-12-04 10:02:56.131,arrival,1,235,False
2025-12-04 10:04:42.938,departure,-1,234,False
2025-12-04 10:13:51.350,departure,-1,233,False
2025-12-04 10:18:19.736,arrival,1,234,False
2025-12-04 10:19:29.705,arrival,1,235,False
2025-12-04 10:24:07.685,arrival,1,236,False
2025-12-04 10:31:23.898,departure,-1,235,False
2025-12-04 10:31:35.539,departure,-1,234,False
2025-12-04 10:41:38.026,arrival,1,235,False
2025-12-04 10:49:12.899,departure,-1,234,False
2025-12-04 10:53:45.223,arrival,1,235,False
2025-12-04 10:57:07.714,departure,-1,234,False
2025-12-04 10:58:14.859,arrival,1,235,False
2025-12-04 11:04:37.228,arrival,1,236,False
2025-12-04 11:04:45.033,departure,-1,235,False
2025-12-04 11:05:17.452,departure,-1,234,False
2025-12-04 11:07:24.451,departure,-1,233,False
2025-12-04 11:21:27.052,departure,-1,232,False
2025-12-04 11:26:11.136,departure,-1,231,False
2025-12-04 11:32:17.797,departure,-1,230,False
2025-12-04 11:32:40.040,departure,-1,229,False
2025-12-04 11:44:39.651,departure,-1,228,False
2025-12-04 11:49:14.652,arrival,1,229,False
2025-12-04 11:53:26.217,departure,-1,228,False
2025-12-04 11:56:06.344,departure,-1,227,False
2025-12-04 11:57:19.948,departure,-1,226,False
2025-12-04 12:04:29.284,departure,-1,225,False
2025-12-04 12:04:55.153,departure,-1,224,False
2025-12-04 12:15:21.302,arrival,1,225,False
2025-12-04 12:23:05.467,arrival,1,226,False
2025-12-04 12:26:40.158,departure,-1,225,False
2025-12-04 12:33:39.650,departure,-1,224,False
2025-12-04 12:35:07.622,departure,-1,223,False
2025-12-04 12:47:49.949,arrival,1,224,False
2025-12-04 12:48:16.296,departure,-1,223,False
2025-12-04 12:48:57.139,arrival,1,224,False
2025-12-04 12:55:45.058,departure,-1,223,False
2025-12-04 12:55:48.183,departure,-1,222,False
2025-12-04 12:58:22.006,departure,-1,221,False
2025-12-04 12:58:53.177,departure,-1,220,False
2025-12-04 13:32:56.723,departure,-1,219,False
2025-12-04 13:44:29.949,arrival,1,220,False
2025-12-04 14:23:12.395,departure,-1,219,False
2025-12-04 14:31:06.824,departure,-1,218,False
2025-12-04 14:40:50.702,departure,-1,217,False
2025-12-04 14:41:59.756,arrival,1,218,False
2025-12-04 14:43:50.146,arrival,1,219,False
2025-12-04 14:52:02.952,arrival,1,220,False
2025-12-04 15:03:21.016,arrival,1,221,False
2025-12-04 15:03:36.330,departure,-1,220,False
2025-12-04 15:03:47.125,departure,-1,219,False
2025-12-04 15:05:17.145,arrival,1,220,False
2025-12-04 15:08:16.142,departure,-1,219,False
2025-12-04 15:16:24.292,arrival,1,220,False
2025-12-04 15:16:39.279,arrival,1,221,False
2025-12-04 15:19:17.469,departure,-1,220,False
2025-12-04 15:24:29.209,arrival,1,221,False
2025-12-04 15:32:14.476,arrival,1,222,False
2025-12-04 15:32:20.739,departure,-1,221,False
2025-12-04 15:43:48.148,arrival,1,222,False
2025-12-04 16:02:59.638,departure,-1,221,False
2025-12-04 16:06:31.869,arrival,1,222,False
2025-12-04 16:09:59.475,arrival,1,223,False
2025-12-04 16:10:36.272,arrival,1,224,False
2025-12-04 16:12:52.222,arrival,1,225,False
2025-12-04 16:14:37.299,arrival,1,226,False
2025-12-04 16:18:18.923,arrival,1,227,False
2025-12-04 16:19:48.995,departure,-1,226,False
2025-12-04 16:20:33.554,arrival,1,227,False
2025-12-04 16:22:50.825,departure,-1,226,False
2025-12-04 16:23:07.726,departure,-1,225,False
2025-12-04 16:29:14.719,arrival,1,226,False
2025-12-04 16:54:34.552,departure,-1,225,False
2025-12-04 17:01:16.379,departure,-1,224,False
2025-12-04 17:03:20.492,departure,-1,223,False
2025-12-04 17:09:41.963,arrival,1,224,False
2025-12-04 17:09:57.553,arrival,1,225,False
2025-12-04 17:20:42.450,departure,-1,224,False
2025-12-04 17:23:43.798,departure,-1,223,False
2025-12-04 17:29:04.313,arrival,1,224,False
2025-12-04 17:29:55.745,arrival,1,225,False
2025-12-04 17:31:35.784,arrival,1,226,False
2025-12-04 17:34:39.926,arrival,1,227,False
2025-12-04 17:40:33.727,departure,-1,226,False
2025-12-04 17:46:46.486,departure,-1,225,False
2025-12-04 17:48:49.391,arrival,1,226,False
2025-12-04 17:53:03.302,arrival,1,227,False
2025-12-04 17:57:33.717,departure,-1,226,False
2025-12-04 18:08:43.945,arrival,1,227,False
2025-12-04 18:14:32.600,departure,-1,226,False
2025-12-04 18:18:41.656,arrival,1,227,False
2025-12-04 18:29:47.608,arrival,1,228,False
2025-12-04 18:34:04.311,departure,-1,227,False
2025-12-04 18:36:05.450,departure,-1,226,False
2025-12-04 18:49:51.504,arrival,1,227,False
2025-12-04 18:50:11.604,arrival,1,228,False
2025-12-04 18:50:49.539,arrival,1,229,False
2025-12-04 18:55:33.967,arrival,1,230,False
2025-12-04 18:55:39.797,arrival,1,231,False
2025-12-04 19:06:27.247,arrival,1,232,False
2025-12-04 19:07:14.795,departure,-1,231,False
2025-12-04 19:13:50.826,departure,-1,230,False
2025-12-04 19:14:41.439,arrival,1,231,False
2025-12-04 19:15:03.696,arrival,1,232,False
2025-12-04 19:21:13.425,arrival,1,233,False
2025-12-04 19:28:45.403,arrival,1,234,False
2025-12-04 19:43:03.591,departure,-1,233,False
2025-12-04 19:45:07.989,departure,-1,232,False
2025-12-04 19:51:35.397,arrival,1,233,False
2025-12-04 20:00:55.450,arrival,1,234,False
2025-12-04 20:03:17.130,arrival,1,235,False
2025-12-04 20:04:38.041,arrival,1,236,False
2025-12-04 20:18:05.409,departure,-1,235,False
2025-12-04 20:23:35.047,departure,-1,234,False
2025-12-04 20:30:38.594,arrival,1,235,False
2025-12-04 20:33:07.498,departure,-1,234,False
2025-12-04 20:33:46.521,arrival,1,235,False
2025-12-04 20:34:46.005,arrival,1,236,False
2025-12-04 20:43:49.702,departure,-1,235,False
2025-12-04 20:47:48.802,arrival,1,236,False
2025-12-04 20:56:47.684,arrival,1,237,False
2025-12-04 21:00:22.787,arrival,1,238,False
2025-12-04 21:04:47.490,arrival,1,239,False
2025-12-04 21:06:17.965,arrival,1,240,False
2025-12-04 21:25:57.158,arrival,1,241,False
2025-12-04 21:32:47.272,departure,-1,240,False
2025-12-04 21:39:09.885,departure,-1,239,False
2025-12-04 21:59:30.347,arrival,1,240,False
2025-12-04 22:11:00.609,departure,-1,239,False
2025-12-04 22:56:30.807,departure,-1,238,False
2025-12-04 23:14:57.955,arrival,1,239,False
2025-12-04 23:23:20.507,arrival,1,240,False
2025-12-04 23:23:36.644,departure,-1,239,False
2025-12-04 23:31:11.067,departure,-1,238,False
2025-12-04 23:48:06.948,arrival,1,239,False
2025-12-05 00:06:39.964,arrival,1,240,False
2025-12-05 00:32:42.594,arrival,1,241,False
2025-12-05 07:13:05.501,departure,-1,240,False
2025-12-05 07:50:10.368,departure,-1,239,False
2025-12-05 07:57:43.755,departure,-1,238,False
2025-12-05 08:09:00.165,departure,-1,237,False
2025-12-05 08:23:52.958,arrival,1,238,False
2025-12-05 08:34:41.069,departure,-1,237,False
2025-12-05 08:40:44.388,departure,-1,236,False
2025-12-05 08:47:37.751,departure,-1,235,False
2025-12-05 08:52:54.077,arrival,1,236,False
2025-12-05 08:53:03.797,departure,-1,235,False
2025-12-05 08:53:09.583,arrival,1,236,False
2025-12-05 09:13:52.058,arrival,1,237,False
2025-12-05 09:17:23.020,departure,-1,236,False
2025-12-05 09:21:28.207,departure,-1,235,False
2025-12-05 09:26:51.347,departure,-1,234,False
2025-12-05 09:30:51.139,departure,-1,233,False
2025-12-05 09:33:46.903,departure,-1,232,False
2025-12-05 09:45:11.469,arrival,1,233,False
2025-12-05 09:47:09.386,departure,-1,232,False
2025-12-05 09:50:08.738,departure,-1,231,False
2025-12-05 09:52:10.617,departure,-1,230,False
2025-12-05 09:55:53.769,departure,-1,229,False
2025-12-05 09:59:22.131,departure,-1,228,False
2025-12-05 10:08:04.069,departure,-1,227,False
2025-12-05 10:08:41.949,departure,-1,226,False
2025-12-05 10:09:33.185,arrival,1,227,False
2025-12-05 10:10:01.768,departure,-1,226,False
2025-12-05 10:11:01.117,departure,-1,225,False
2025-12-05 10:13:28.042,arrival,1,226,False
2025-12-05 10:18:47.690,departure,-1,225,False
2025-12-05 10:19:46.407,departure,-1,224,False
2025-12-05 10:54:45.921,departure,-1,223,False
2025-12-05 11:03:29.497,departure,-1,222,False
2025-12-05 11:03:30.815,departure,-1,221,False
2025-12-05 11:11:00.174,departure,-1,220,False
2025-12-05 11:12:52.195,arrival,1,221,False
2025-12-05 11:25:13.474,departure,-1,220,False
2025-12-05 11:30:59.656,arrival,1,221,False
2025-12-05 11:39:43.054,departure,-1,220,False
2025-12-05 11:45:19.999,departure,-1,219,False
2025-12-05 11:54:29.943,departure,-1,218,False
2025-12-05 11:57:53.395,departure,-1,217,False
2025-12-05 11:58:33.666,departure,-1,216,False
2025-12-05 12:08:43.127,departure,-1,215,False
2025-12-05 12:12:17.966,departure,-1,214,False
2025-12-05 12:15:31.327,departure,-1,213,False
2025-12-05 12:19:27.111,arrival,1,214,False
2025-12-05 12:26:34.511,arrival,1,215,False
2025-12-05 12:46:41.198,arrival,1,216,False
2025-12-05 12:48:05.530,departure,-1,215,False
2025-12-05 12:55:33.190,departure,-1,214,False
2025-12-05 12:56:29.022,departure,-1,213,False
2025-12-05 12:56:33.587,departure,-1,212,False
2025-12-05 12:57:52.208,departure,-1,211,False
2025-12-05 12:57:53.257,departure,-1,210,False
2025-12-05 13:06:33.477,departure,-1,209,False
2025-12-05 13:14:29.787,arrival,1,210,False
2025-12-05 13:18:02.533,arrival,1,211,False
2025-12-05 13:22:55.093,departure,-1,210,False
2025-12-05 13:28:26.332,arrival,1,211,False
2025-12-05 13:28:59.595,departure,-1,210,False
2025-12-05 13:33:22.306,departure,-1,209,False
2025-12-05 13:36:51.368,arrival,1,210,False
2025-12-05 14:05:21.673,departure,-1,209,False
2025-12-05 14:09:24.108,departure,-1,208,False
2025-12-05 14:16:17.679,arrival,1,209,False
2025-12-05 14:21:59.517,departure,-1,208,False
2025-12-05 14:33:24.956,arrival,1,209,False
2025-12-05 14:37:01.111,arrival,1,210,False
2025-12-05 14:47:39.224,arrival,1,211,False
2025-12-05 14:48:13.278,departure,-1,210,False
2025-12-05 14:48:57.279,arrival,1,211,False
2025-12-05 15:18:51.669,departure,-1,210,False
2025-12-05 15:21:25.119,arrival,1,211,False
2025-12-05 15:26:50.892,arrival,1,212,False
2025-12-05 15:27:58.138,arrival,1,213,False
2025-12-05 15:28:30.753,departure,-1,212,False
2025-12-05 15:28:49.124,departure,-1,211,False
2025-12-05 15:29:45.078,arrival,1,212,False
2025-12-05 15:40:36.294,arrival,1,213,False
2025-12-05 15:43:28.235,departure,-1,212,False
2025-12-05 15:46:16.069,arrival,1,213,False
2025-12-05 15:47:30.425,departure,-1,212,False
2025-12-05 15:50:46.962,arrival,1,213,False
2025-12-05 15:53:35.644,arrival,1,214,False
2025-12-05 15:54:17.473,departure,-1,213,False
2025-12-05 16:00:01.897,departure,-1,212,False
2025-12-05 16:00:30.097,arrival,1,213,False
2025-12-05 16:12:38.610,departure,-1,212,False
2025-12-05 16:16:54.120,arrival,1,213,False
2025-12-05 16:21:19.814,departure,-1,212,False
2025-12-05 16:21:48.494,arrival,1,213,False
2025-12-05 16:24:49.490,arrival,1,214,False
2025-12-05 16:33:40.183,departure,-1,213,False
2025-12-05 16:40:39.080,arrival,1,214,False
2025-12-05 16:49:00.997,departure,-1,213,False
2025-12-05 16:53:55.721,departure,-1,212,False
2025-12-05 16:55:01.896,departure,-1,211,False
2025-12-05 17:02:39.099,arrival,1,212,False
2025-12-05 17:18:54.817,arrival,1,213,False
2025-12-05 17:22:50.350,departure,-1,212,False
2025-12-05 17:24:49.617,departure,-1,211,False
2025-12-05 17:26:48.594,departure,-1,210,False
2025-12-05 17:27:17.678,departure,-1,209,False
2025-12-05 17:34:43.839,arrival,1,210,False
2025-12-05 17:35:47.179,arrival,1,211,False
2025-12-05 17:38:05.311,departure,-1,210,False
2025-12-05 17:40:25.234,arrival,1,211,False
2025-12-05 17:41:53.529,arrival,1,212,False
2025-12-05 17:46:36.645,departure,-1,211,False
2025-12-05 17:46:47.655,arrival,1,212,False
2025-12-05 17:49:55.731,arrival,1,213,False
2025-12-05 17:51:02.596,arrival,1,214,False
2025-12-05 17:56:14.754,departure,-1,213,False
2025-12-05 17:58:06.055,arrival,1,214,False
2025-12-05 18:01:41.549,departure,-1,213,False
2025-12-05 18:03:27.428,arrival,1,214,False
2025-12-05 18:03:45.127,arrival,1,215,False
2025-12-05 18:03:49.707,departure,-1,214,False
2025-12-05 18:04:10.663,departure,-1,213,False
2025-12-05 18:05:58.582,departure,-1,212,False
2025-12-05 18:07:44.088,arrival,1,213,False
2025-12-05 18:14:12.202,arrival,1,214,False
2025-12-05 18:17:30.339,arrival,1,215,False
2025-12-05 18:17:53.219,departure,-1,214,False
2025-12-05 18:20:54.355,arrival,1,215,False
2025-12-05 18:21:33.461,departure,-1,214,False
2025-12-05 18:22:31.401,arrival,1,215,False
2025-12-05 18:33:07.945,arrival,1,216,False
2025-12-05 18:36:44.165,arrival,1,217,False
2025-12-05 18:37:46.917,departure,-1,216,False
2025-12-05 18:39:36.263,arrival,1,217,False
2025-12-05 18:40:49.240,arrival,1,218,False
2025-12-05 18:49:49.794,arrival,1,219,False
2025-12-05 18:49:59.539,arrival,1,220,False
2025-12-05 19:00:41.200,arrival,1,221,False
2025-12-05 19:03:29.843,arrival,1,222,False
2025-12-05 19:03:47.553,arrival,1,223,False
2025-12-05 19:03:55.643,arrival,1,224,False
2025-12-05 19:14:56.872,arrival,1,225,False
2025-12-05 19:15:28.992,arrival,1,226,False
2025-12-05 19:22:10.476,arrival,1,227,False
2025-12-05 19:24:19.225,arrival,1,228,False
2025-12-05 19:25:09.973,departure,-1,227,False
2025-12-05 19:33:32.596,departure,-1,226,False
2025-12-05 19:44:28.754,departure,-1,225,False
2025-12-05 19:44:44.675,departure,-1,224,False
2025-12-05 19:45:36.323,arrival,1,225,False
2025-12-05 19:47:44.762,arrival,1,226,False
2025-12-05 19:56:33.812,departure,-1,225,False
2025-12-05 20:05:38.469,departure,-1,224,False
2025-12-05 20:06:31.558,arrival,1,225,False
2025-12-05 20:07:03.360,arrival,1,226,False
2025-12-05 20:08:29.661,departure,-1,225,False
2025-12-05 20:11:13.385,arrival,1,226,False
2025-12-05 20:13:44.347,departure,-1,225,False
2025-12-05 20:23:35.779,arrival,1,226,False
2025-12-05 20:23:39.345,departure,-1,225,False
2025-12-05 20:25:33.489,arrival,1,226,False
2025-12-05 20:32:49.341,arrival,1,227,False
2025-12-05 20:36:22.839,arrival,1,228,False
2025-12-05 20:41:12.946,arrival,1,229,False
2025-12-05 20:42:11.185,arrival,1,230,False
2025-12-05 20:57:56.428,departure,-1,229,False
2025-12-05 21:14:28.566,arrival,1,230,False
2025-12-05 21:15:35.915,arrival,1,231,False
2025-12-05 21:16:54.301,departure,-1,230,False
2025-12-05 21:19:49.018,arrival,1,231,False
2025-12-05 21:20:13.247,arrival,1,232,False
2025-12-05 21:28:28.085,arrival,1,233,False
2025-12-05 21:41:25.306,departure,-1,232,False
2025-12-05 21:43:30.582,departure,-1,231,False
2025-12-05 21:51:15.931,departure,-1,230,False
2025-12-05 21:56:12.691,arrival,1,231,False
2025-12-05 22:01:04.276,arrival,1,232,False
2025-12-05 22:08:24.952,departure,-1,231,False
2025-12-05 22:10:09.009,arrival,1,232,False
2025-12-05 22:43:51.881,departure,-1,231,False
2025-12-05 22:53:00.756,arrival,1,232,False
2025-12-05 22:53:06.478,departure,-1,231,False
2025-12-05 23:08:45.753,arrival,1,232,False
2025-12-05 23:58:09.624,departure,-1,231,False
2025-12-06 00:05:09.436,departure,-1,230,False
2025-12-06 00:09:17.909,departure,-1,229,False
2025-12-06 00:09:30.041,departure,-1,228,False
2025-12-06 00:20:22.063,arrival,1,229,False
2025-12-06 00:31:09.447,arrival,1,230,False
2025-12-06 00:34:53.971,departure,-1,229,False
2025-12-06 00:39:08.334,departure,-1,228,False
2025-12-06 00:43:55.769,arrival,1,229,False
2025-12-06 00:56:06.912,arrival,1,230,False
2025-12-06 05:04:44.190,arrival,1,231,False
2025-12-06 05:57:27.896,departure,-1,230,False
2025-12-06 07:03:36.085,departure,-1,229,False
2025-12-06 07:52:01.245,arrival,1,230,False
2025-12-06 07:52:25.301,departure,-1,229,False
2025-12-06 08:05:34.734,arrival,1,230,False
2025-12-06 08:17:46.374,departure,-1,229,False
2025-12-06 08:41:06.890,departure,-1,228,False
2025-12-06 08:46:46.442,departure,-1,227,False
2025-12-06 08:48:48.856,arrival,1,228,False
2025-12-06 08:54:29.471,departure,-1,227,False
2025-12-06 09:11:39.128,departure,-1,226,False
2025-12-06 09:12:28.823,departure,-1,225,False
2025-12-06 09:26:37.645,departure,-1,224,False
2025-12-06 09:46:03.854,departure,-1,223,False
2025-12-06 09:51:30.122,departure,-1,222,False
2025-12-06 09:52:07.078,departure,-1,221,False
2025-12-06 09:52:15.312,arrival,1,222,False
2025-12-06 09:54:07.023,departure,-1,221,False
2025-12-06 09:57:08.452,departure,-1,220,False
2025-12-06 09:59:12.096,departure,-1,219,False
2025-12-06 10:05:32.173,departure,-1,218,False
2025-12-06 10:10:09.155,departure,-1,217,False
2025-12-06 10:17:04.724,departure,-1,216,False
2025-12-06 10:20:57.168,departure,-1,215,False
2025-12-06 10:29:17.565,departure,-1,214,False
2025-12-06 10:35:32.388,departure,-1,213,False
2025-12-06 10:35:52.239,departure,-1,212,False
2025-12-06 10:36:06.365,departure,-1,211,False
2025-12-06 10:36:12.057,departure,-1,210,False
2025-12-06 10:36:57.453,arrival,1,211,False
2025-12-06 10:37:41.670,departure,-1,210,False
2025-12-06 10:38:39.418,arrival,1,211,False
2025-12-06 10:38:53.536,arrival,1,212,False
2025-12-06 10:41:50.130,departure,-1,211,False
2025-12-06 10:43:14.156,departure,-1,210,False
2025-12-06 10:44:38.500,departure,-1,209,False
2025-12-06 10:56:32.434,arrival,1,210,False
